country,variable,value,estimate_weighted,estimate_weighted_se,estimate_weighted_95ci_low,estimate_weighted_95ci_upp,n_unweighted,question_text,notes
US,general_conflict_freq,Often,0.08818680352507803,0.008289931495463409,0.07323042116727085,0.10584895654005783,139,"In general, how often do you experience conflict with or argue with people?",NA
US,general_conflict_freq,DK/NR,6.530911398908584e-4,4.632502178048208e-4,1.6250370249708151e-4,0.0026208458831854077,2,"In general, how often do you experience conflict with or argue with people?",NA
BR,general_conflict_with_friends_freq,Never,0.5408403283603982,0.013806377267900422,0.5136793487831214,0.5677608081807611,1115,"Now, in general, how often do you experience conflict with or argue with your FRIENDS?",NA
BR,general_conflict_with_friends_freq,Rarely,0.2810405007398779,0.012682315664429279,0.2568592518170181,0.30655913515577443,561,"Now, in general, how often do you experience conflict with or argue with your FRIENDS?",NA
BR,general_conflict_with_friends_freq,Sometimes,0.14433896167298285,0.009223800120255095,0.12718016624816544,0.1633794359885904,262,"Now, in general, how often do you experience conflict with or argue with your FRIENDS?",NA
BR,general_conflict_with_friends_freq,Often,0.032734457699551966,0.005074032790777391,0.02412200869194865,0.04428233710895063,59,"Now, in general, how often do you experience conflict with or argue with your FRIENDS?",NA
BR,general_conflict_with_friends_freq,DK/NR,0.001045751325558944,6.396516596182692e-4,3.1507574013037274e-4,0.0034650250135076217,3,"Now, in general, how often do you experience conflict with or argue with your FRIENDS?",NA
EG,general_conflict_with_friends_freq,Never,0.29556051744940165,0.012495675683689424,0.27166548703090143,0.32063205117164567,595,"Now, in general, how often do you experience conflict with or argue with your FRIENDS?",NA
EG,general_conflict_with_friends_freq,Rarely,0.3574777125072475,0.013933888021984222,0.3306471765213876,0.38523239587712943,707,"Now, in general, how often do you experience conflict with or argue with your FRIENDS?",NA
EG,general_conflict_with_friends_freq,Sometimes,0.28796963093323985,0.013047635982463559,0.2630807687966267,0.314209145801434,580,"Now, in general, how often do you experience conflict with or argue with your FRIENDS?",NA
EG,general_conflict_with_friends_freq,Often,0.05679255225615974,0.00591709669835666,0.046245733875363834,0.06956923232120701,116,"Now, in general, how often do you experience conflict with or argue with your FRIENDS?",NA
EG,general_conflict_with_friends_freq,DK/NR,0.002199586865635495,0.0011864028368883445,7.633405139559483e-4,0.006321075840288634,4,"Now, in general, how often do you experience conflict with or argue with your FRIENDS?",NA
FR,general_conflict_with_friends_freq,Never,0.3899272218380673,0.013496333668321377,0.36381470568186725,0.4166863830157563,794,"Now, in general, how often do you experience conflict with or argue with your FRIENDS?",NA
FR,general_conflict_with_friends_freq,Rarely,0.44715392327458786,0.013817511243044263,0.42024786246019213,0.47437310104812364,914,"Now, in general, how often do you experience conflict with or argue with your FRIENDS?",NA
FR,general_conflict_with_friends_freq,Sometimes,0.13416800393371056,0.009856578424661006,0.11599243436795893,0.15469323424292758,249,"Now, in general, how often do you experience conflict with or argue with your FRIENDS?",NA
FR,general_conflict_with_friends_freq,Often,0.028241616786104172,0.005061671471832849,0.019842411370185834,0.04005089143417383,42,"Now, in general, how often do you experience conflict with or argue with your FRIENDS?",NA
FR,general_conflict_with_friends_freq,DK/NR,5.092346020061638e-4,5.093063910553682e-4,7.163639782368089e-5,0.0036102944177843067,1,"Now, in general, how often do you experience conflict with or argue with your FRIENDS?",NA
ID,general_conflict_with_friends_freq,Never,0.45486777755794355,0.013873963563036317,0.42782928069266596,0.4821750504714706,983,"Now, in general, how often do you experience conflict with or argue with your FRIENDS?",NA
ID,general_conflict_with_friends_freq,Rarely,0.3185315401180973,0.012995649946272978,0.2936133200005491,0.34453306013337814,647,"Now, in general, how often do you experience conflict with or argue with your FRIENDS?",NA
ID,general_conflict_with_friends_freq,Sometimes,0.17693139103655087,0.01041394313186492,0.15743037497191076,0.19827955465807676,363,"Now, in general, how often do you experience conflict with or argue with your FRIENDS?",NA
ID,general_conflict_with_friends_freq,Often,0.04806242366482717,0.0070240978412264505,0.0360206402291389,0.06386310962944017,79,"Now, in general, how often do you experience conflict with or argue with your FRIENDS?",NA
ID,general_conflict_with_friends_freq,DK/NR,0.0016068678030197125,8.706682551368371e-4,5.550852860029887e-4,0.0046423239718861534,5,"Now, in general, how often do you experience conflict with or argue with your FRIENDS?",NA
IN,general_conflict_with_friends_freq,Never,0.43638803140703736,0.015668431201886192,0.4059519284983415,0.46731097363502655,847,"Now, in general, how often do you experience conflict with or argue with your FRIENDS?",NA
IN,general_conflict_with_friends_freq,Rarely,0.21764250429366233,0.010426346232828497,0.1978950464914154,0.23877391066535128,439,"Now, in general, how often do you experience conflict with or argue with your FRIENDS?",NA
IN,general_conflict_with_friends_freq,Sometimes,0.27209628649098294,0.013147394109254045,0.24709793546745035,0.2986205869713147,565,"Now, in general, how often do you experience conflict with or argue with your FRIENDS?",NA
IN,general_conflict_with_friends_freq,Often,0.07168465548320828,0.006144621609947485,0.06053337002068504,0.08470498132400696,146,"Now, in general, how often do you experience conflict with or argue with your FRIENDS?",NA
IN,general_conflict_with_friends_freq,DK/NR,0.0021885223290502988,0.0012640049784588023,7.046454485970091e-4,0.006776030973588319,3,"Now, in general, how often do you experience conflict with or argue with your FRIENDS?",NA
MX,general_conflict_with_friends_freq,Never,0.4691131933879005,0.01507316945473814,0.43970500061578033,0.49873747863421947,973,"Now, in general, how often do you experience conflict with or argue with your FRIENDS?",NA
MX,general_conflict_with_friends_freq,Rarely,0.3481717465936519,0.01381771606359246,0.3215957319946316,0.37572761162177476,668,"Now, in general, how often do you experience conflict with or argue with your FRIENDS?",NA
MX,general_conflict_with_friends_freq,Sometimes,0.14419796074379757,0.009695602357673945,0.12621132613552224,0.16426602313759325,290,"Now, in general, how often do you experience conflict with or argue with your FRIENDS?",NA
MX,general_conflict_with_friends_freq,Often,0.03646549358748546,0.004989124429817843,0.027851554488749916,0.0476130738108133,67,"Now, in general, how often do you experience conflict with or argue with your FRIENDS?",NA
MX,general_conflict_with_friends_freq,DK/NR,0.002051605688586951,0.0013771404303101074,5.496119112316785e-4,0.007626963745929506,3,"Now, in general, how often do you experience conflict with or argue with your FRIENDS?",NA
US,general_conflict_with_friends_freq,Never,0.30384949509862835,0.011941882867886475,0.280958152621815,0.32775577929691463,613,"Now, in general, how often do you experience conflict with or argue with your FRIENDS?",NA
US,general_conflict_with_friends_freq,Rarely,0.5171699485688862,0.012925220214186933,0.4918080400999671,0.5424437068636697,1069,"Now, in general, how often do you experience conflict with or argue with your FRIENDS?",NA
US,general_conflict_with_friends_freq,Sometimes,0.14279389225821096,0.009320031551942304,0.12547773268890974,0.16205688792133593,273,"Now, in general, how often do you experience conflict with or argue with your FRIENDS?",NA
US,general_conflict_with_friends_freq,Often,0.032508064752961134,0.00498284572250184,0.024037315450207243,0.043829847350831626,54,"Now, in general, how often do you experience conflict with or argue with your FRIENDS?",NA
US,general_conflict_with_friends_freq,DK/NR,0.0036785993386679555,0.0015145324048324279,0.0016395854844548632,0.008232452624330526,7,"Now, in general, how often do you experience conflict with or argue with your FRIENDS?",NA
BR,general_meaningful_interactions_freq,Never,0.08282798062534098,0.00722140114640824,0.06972707096542519,0.09813074488571462,165,"In general, how often do you interact with people in ways that are very meaningful to you?",NA
BR,general_meaningful_interactions_freq,Rarely,0.1328149379871437,0.0084378973094741,0.11712701367927852,0.15024650815097298,272,"In general, how often do you interact with people in ways that are very meaningful to you?",NA
BR,general_meaningful_interactions_freq,Sometimes,0.25977455867114096,0.010576984903552708,0.2395813834636784,0.2810406887394016,493,"In general, how often do you interact with people in ways that are very meaningful to you?",NA
BR,general_meaningful_interactions_freq,Often,0.5127072821266553,0.01261761943263422,0.48795992175232356,0.5373924999457481,1038,"In general, how often do you interact with people in ways that are very meaningful to you?",NA
BR,general_meaningful_interactions_freq,DK/NR,0.011875240597859145,0.0024694098388403155,0.0078924542988503,0.01783174487031052,32,"In general, how often do you interact with people in ways that are very meaningful to you?",NA
EG,general_meaningful_interactions_freq,Never,0.013892911810197623,0.0032207021242039455,0.008807793001892784,0.02184917295959342,28,"In general, how often do you interact with people in ways that are very meaningful to you?",NA
EG,general_meaningful_interactions_freq,Rarely,0.16531708050012192,0.009791355499231958,0.14700361006390655,0.1854160910923506,315,"In general, how often do you interact with people in ways that are very meaningful to you?",NA
EG,general_meaningful_interactions_freq,Sometimes,0.5105635751101446,0.013398151994463767,0.4842919418700067,0.5367769839025432,1002,"In general, how often do you interact with people in ways that are very meaningful to you?",NA
EG,general_meaningful_interactions_freq,Often,0.3060280518856646,0.012055802170087398,0.2829158114081324,0.3301590799438017,651,"In general, how often do you interact with people in ways that are very meaningful to you?",NA
EG,general_meaningful_interactions_freq,DK/NR,0.00419838069432766,0.002057384027990065,0.001604060438065425,0.010942625598740987,6,"In general, how often do you interact with people in ways that are very meaningful to you?",NA
FR,general_meaningful_interactions_freq,Never,0.03354337185694841,0.005195042020090976,0.02472357934842372,0.04536315644896649,53,"In general, how often do you interact with people in ways that are very meaningful to you?",NA
FR,general_meaningful_interactions_freq,Rarely,0.1359021184220646,0.009644931595415915,0.11807704174842941,0.15594228704655105,258,"In general, how often do you interact with people in ways that are very meaningful to you?",NA
FR,general_meaningful_interactions_freq,Sometimes,0.29251585325433,0.012528527156813171,0.26857180317819435,0.31766747349150504,606,"In general, how often do you interact with people in ways that are very meaningful to you?",NA
FR,general_meaningful_interactions_freq,Often,0.5318524596093861,0.013888173667937407,0.504557261946484,0.5589583579322289,1072,"In general, how often do you interact with people in ways that are very meaningful to you?",NA
FR,general_meaningful_interactions_freq,DK/NR,0.006186197083332924,0.002379991663720553,0.002905710214302654,0.013121547321710067,11,"In general, how often do you interact with people in ways that are very meaningful to you?",NA
ID,general_meaningful_interactions_freq,Never,0.08651271603633748,0.0073704156523806555,0.07311355879897082,0.10209698483435051,165,"In general, how often do you interact with people in ways that are very meaningful to you?",NA
ID,general_meaningful_interactions_freq,Rarely,0.2004021549616187,0.010620359130730889,0.1803885248869638,0.22203471662495863,393,"In general, how often do you interact with people in ways that are very meaningful to you?",NA
ID,general_meaningful_interactions_freq,Sometimes,0.3686992337366082,0.015162887828760734,0.3395021513374418,0.39889083803614916,792,"In general, how often do you interact with people in ways that are very meaningful to you?",NA
ID,general_meaningful_interactions_freq,Often,0.34233007261693654,0.013511817426449161,0.3163524625118198,0.3692885737536911,722,"In general, how often do you interact with people in ways that are very meaningful to you?",NA
ID,general_meaningful_interactions_freq,DK/NR,0.002055822652297222,0.0010686396670278365,7.414257802134604e-4,0.005687115711943746,5,"In general, how often do you interact with people in ways that are very meaningful to you?",NA
IN,general_meaningful_interactions_freq,Never,0.08848384103303547,0.007751135108481276,0.07441997356079985,0.10490426389619652,159,"In general, how often do you interact with people in ways that are very meaningful to you?",NA
IN,general_meaningful_interactions_freq,Rarely,0.1732166302290136,0.009844650952155348,0.15475736722923936,0.19337396520615516,343,"In general, how often do you interact with people in ways that are very meaningful to you?",NA
IN,general_meaningful_interactions_freq,Sometimes,0.42929369938837364,0.013608233749242077,0.4028449606958956,0.45615246459198633,869,"In general, how often do you interact with people in ways that are very meaningful to you?",NA
IN,general_meaningful_interactions_freq,Often,0.30701849033482775,0.013825396587070061,0.2805994715949829,0.33476741961973044,623,"In general, how often do you interact with people in ways that are very meaningful to you?",NA
IN,general_meaningful_interactions_freq,DK/NR,0.001987339015545833,9.095811555313864e-4,8.096983869537743e-4,0.0048694154097286705,6,"In general, how often do you interact with people in ways that are very meaningful to you?",NA
MX,general_meaningful_interactions_freq,Never,0.09992561203150947,0.00814865951446275,0.08504682514046186,0.11707434225884793,207,"In general, how often do you interact with people in ways that are very meaningful to you?",NA
MX,general_meaningful_interactions_freq,Rarely,0.1151154859825465,0.00928518616425629,0.0981259042260757,0.13460761344026073,229,"In general, how often do you interact with people in ways that are very meaningful to you?",NA
MX,general_meaningful_interactions_freq,Sometimes,0.3371304686815635,0.01217364956997898,0.3136943335069488,0.3613955207730958,658,"In general, how often do you interact with people in ways that are very meaningful to you?",NA
MX,general_meaningful_interactions_freq,Often,0.44671688365545276,0.013249988924342164,0.4209089801910449,0.47281519267720534,904,"In general, how often do you interact with people in ways that are very meaningful to you?",NA
MX,general_meaningful_interactions_freq,DK/NR,0.001111550405079039,6.887266706363216e-4,3.2971153822544056e-4,0.0037404124408865207,3,"In general, how often do you interact with people in ways that are very meaningful to you?",NA
US,general_meaningful_interactions_freq,Never,0.029861575784739497,0.004692581904024448,0.021914989265715477,0.0405701486535324,53,"In general, how often do you interact with people in ways that are very meaningful to you?",NA
US,general_meaningful_interactions_freq,Rarely,0.1387252680350323,0.009391126233925346,0.1213177650495327,0.15818087271045553,255,"In general, how often do you interact with people in ways that are very meaningful to you?",NA
US,general_meaningful_interactions_freq,Sometimes,0.3303582530490708,0.012154437019230437,0.30697965554989914,0.354606270785992,659,"In general, how often do you interact with people in ways that are very meaningful to you?",NA
US,general_meaningful_interactions_freq,Often,0.5004461551758494,0.01292976614746084,0.4751183133284401,0.5257717075615685,1047,"In general, how often do you interact with people in ways that are very meaningful to you?",NA
US,general_meaningful_interactions_freq,DK/NR,6.087481731257024e-4,4.403302149237398e-4,1.4736655407688725e-4,0.0025110157075739614,2,"In general, how often do you interact with people in ways that are very meaningful to you?",NA
BR,general_meaningful_interactions_with_friends_freq,Never,0.06368868890655166,0.006134210165594317,0.05266964966399833,0.07682607215560264,128,"Now, in general, how often do you interact with your FRIENDS in ways that are very meaningful to you?",NA
BR,general_meaningful_interactions_with_friends_freq,Rarely,0.1624947602987247,0.010046443653865292,0.14374746477903624,0.18316402916564783,337,"Now, in general, how often do you interact with your FRIENDS in ways that are very meaningful to you?",NA
BR,general_meaningful_interactions_with_friends_freq,Sometimes,0.29946354426455474,0.011976959880756496,0.2765219739215906,0.3234574969929586,575,"Now, in general, how often do you interact with your FRIENDS in ways that are very meaningful to you?",NA
BR,general_meaningful_interactions_with_friends_freq,Often,0.46955799572539764,0.012858321687579428,0.4444484609334327,0.49482260033033854,946,"Now, in general, how often do you interact with your FRIENDS in ways that are very meaningful to you?",NA
BR,general_meaningful_interactions_with_friends_freq,DK/NR,0.004795010816435544,0.0015688602880643443,0.0025226968507250118,0.009095443409481412,14,"Now, in general, how often do you interact with your FRIENDS in ways that are very meaningful to you?",NA
EG,general_meaningful_interactions_with_friends_freq,Never,0.03595802925975956,0.005300302972609649,0.026895331604428852,0.047924114528213,72,"Now, in general, how often do you interact with your FRIENDS in ways that are very meaningful to you?",NA
EG,general_meaningful_interactions_with_friends_freq,Rarely,0.16062442784524367,0.009896554027000489,0.14215635204733404,0.180985572893226,308,"Now, in general, how often do you interact with your FRIENDS in ways that are very meaningful to you?",NA
EG,general_meaningful_interactions_with_friends_freq,Sometimes,0.4458780833258974,0.013995368994306753,0.4186323612198921,0.4734529551870183,878,"Now, in general, how often do you interact with your FRIENDS in ways that are very meaningful to you?",NA
EG,general_meaningful_interactions_with_friends_freq,Often,0.3536957844357545,0.012932845774799395,0.32877135585583805,0.3794416078355421,739,"Now, in general, how often do you interact with your FRIENDS in ways that are very meaningful to you?",NA
EG,general_meaningful_interactions_with_friends_freq,DK/NR,0.0038436751334593564,0.0020262023902367344,0.0013654182802044872,0.010771492079478834,5,"Now, in general, how often do you interact with your FRIENDS in ways that are very meaningful to you?",NA
FR,general_meaningful_interactions_with_friends_freq,Never,0.04307720772156645,0.006067627419204681,0.032631523302303074,0.056670776449655624,74,"Now, in general, how often do you interact with your FRIENDS in ways that are very meaningful to you?",NA
FR,general_meaningful_interactions_with_friends_freq,Rarely,0.11415383176974266,0.009069729565112934,0.09754268234063074,0.13317634643240148,212,"Now, in general, how often do you interact with your FRIENDS in ways that are very meaningful to you?",NA
FR,general_meaningful_interactions_with_friends_freq,Sometimes,0.30274534444475193,0.012683889070866003,0.2784710995798058,0.32817315702203625,622,"Now, in general, how often do you interact with your FRIENDS in ways that are very meaningful to you?",NA
FR,general_meaningful_interactions_with_friends_freq,Often,0.5385224083491107,0.013887242127003518,0.5112089593087845,0.5656065172221196,1087,"Now, in general, how often do you interact with your FRIENDS in ways that are very meaningful to you?",NA
FR,general_meaningful_interactions_with_friends_freq,DK/NR,0.0015012080059847142,8.625779852797708e-4,4.863283021671205e-4,0.004624160988997615,5,"Now, in general, how often do you interact with your FRIENDS in ways that are very meaningful to you?",NA
ID,general_meaningful_interactions_with_friends_freq,Never,0.07421374003638276,0.006792771025226637,0.06194742761022449,0.08867931042987068,139,"Now, in general, how often do you interact with your FRIENDS in ways that are very meaningful to you?",NA
ID,general_meaningful_interactions_with_friends_freq,Rarely,0.21223391518437107,0.011007756261285383,0.19145424047278004,0.23461450305009923,418,"Now, in general, how often do you interact with your FRIENDS in ways that are very meaningful to you?",NA
ID,general_meaningful_interactions_with_friends_freq,Sometimes,0.3675051183842248,0.012287211856807338,0.34376366411310927,0.391907022314817,807,"Now, in general, how often do you interact with your FRIENDS in ways that are very meaningful to you?",NA
ID,general_meaningful_interactions_with_friends_freq,Often,0.3445525058494277,0.013407031264918056,0.31876411444059227,0.3712901181219015,710,"Now, in general, how often do you interact with your FRIENDS in ways that are very meaningful to you?",NA
ID,general_meaningful_interactions_with_friends_freq,DK/NR,0.0014947205507513486,9.438708435632716e-4,4.3308231051376216e-4,0.005145413901336404,3,"Now, in general, how often do you interact with your FRIENDS in ways that are very meaningful to you?",NA
IN,general_meaningful_interactions_with_friends_freq,Never,0.1288388144979659,0.010011247958038488,0.11045225628911878,0.14977078319458068,222,"Now, in general, how often do you interact with your FRIENDS in ways that are very meaningful to you?",NA
IN,general_meaningful_interactions_with_friends_freq,Rarely,0.15742306195062072,0.010566190160275529,0.13779819708508695,0.17926175274608186,314,"Now, in general, how often do you interact with your FRIENDS in ways that are very meaningful to you?",NA
IN,general_meaningful_interactions_with_friends_freq,Sometimes,0.41970028451915314,0.014261385173880977,0.39202677958954113,0.4478881633732578,839,"Now, in general, how often do you interact with your FRIENDS in ways that are very meaningful to you?",NA
IN,general_meaningful_interactions_with_friends_freq,Often,0.2906499854750519,0.01527327490565546,0.2616402124204867,0.32147582325709906,619,"Now, in general, how often do you interact with your FRIENDS in ways that are very meaningful to you?",NA
IN,general_meaningful_interactions_with_friends_freq,DK/NR,0.0033878535590994223,0.0014354781883992637,0.0014749355374644834,0.0077624443400847575,6,"Now, in general, how often do you interact with your FRIENDS in ways that are very meaningful to you?",NA
MX,general_meaningful_interactions_with_friends_freq,Never,0.08507870066181898,0.007235867093042252,0.07192409615978897,0.10037900520098866,184,"Now, in general, how often do you interact with your FRIENDS in ways that are very meaningful to you?",NA
MX,general_meaningful_interactions_with_friends_freq,Rarely,0.14015805807060702,0.009652471126571513,0.12228149728802919,0.16017111702155748,278,"Now, in general, how often do you interact with your FRIENDS in ways that are very meaningful to you?",NA
MX,general_meaningful_interactions_with_friends_freq,Sometimes,0.40292969783208576,0.013548601708081268,0.37667613047661863,0.429751513462185,795,"Now, in general, how often do you interact with your FRIENDS in ways that are very meaningful to you?",NA
MX,general_meaningful_interactions_with_friends_freq,Often,0.3672721580521885,0.013769906342897504,0.340716017859964,0.39465909638006474,739,"Now, in general, how often do you interact with your FRIENDS in ways that are very meaningful to you?",NA
MX,general_meaningful_interactions_with_friends_freq,DK/NR,0.004561385594055671,0.002184725816449027,0.001780911624851898,0.011632327997046799,5,"Now, in general, how often do you interact with your FRIENDS in ways that are very meaningful to you?",NA
US,general_meaningful_interactions_with_friends_freq,Never,0.04130572654226078,0.005649371510818576,0.031545936415530516,0.053916927882987783,66,"Now, in general, how often do you interact with your FRIENDS in ways that are very meaningful to you?",NA
US,general_meaningful_interactions_with_friends_freq,Rarely,0.12157513299822952,0.008647383891086742,0.10561450950202944,0.13957135161375872,233,"Now, in general, how often do you interact with your FRIENDS in ways that are very meaningful to you?",NA
US,general_meaningful_interactions_with_friends_freq,Sometimes,0.3625599839764712,0.012493203099164591,0.3384413318266946,0.38739094872834806,715,"Now, in general, how often do you interact with your FRIENDS in ways that are very meaningful to you?",NA
US,general_meaningful_interactions_with_friends_freq,Often,0.4721240976149265,0.012839365375828669,0.4470448581045263,0.49734483275642066,997,"Now, in general, how often do you interact with your FRIENDS in ways that are very meaningful to you?",NA
US,general_meaningful_interactions_with_friends_freq,DK/NR,0.0024350589535365045,0.0012207222868483795,9.105509023529579e-4,0.006495410842124473,5,"Now, in general, how often do you interact with your FRIENDS in ways that are very meaningful to you?",NA
BR,social_media_connected,Less connected,0.29168816980446033,0.012367426166947063,0.26804728092956104,0.3165124863549773,588,"Do you personally think that social media makes people feel more connected or less connected to other people? By connected, I mean how close people feel to other people emotionally.",NA
BR,social_media_connected,More connected,0.6896771665715089,0.012635851048679042,0.6643777946906811,0.7138907283299547,1358,"Do you personally think that social media makes people feel more connected or less connected to other people? By connected, I mean how close people feel to other people emotionally.",NA
BR,social_media_connected,DK/NR,0.018634663808777808,0.0028431361892835502,0.013806482086101714,0.025108292685432066,54,"Do you personally think that social media makes people feel more connected or less connected to other people? By connected, I mean how close people feel to other people emotionally.",NA
EG,social_media_connected,Less connected,0.2415750019698957,0.011919135950608891,0.21898313944409065,0.2657046770309364,473,"Do you personally think that social media makes people feel more connected or less connected to other people? By connected, I mean how close people feel to other people emotionally.",NA
EG,social_media_connected,More connected,0.6999541766375496,0.012453316394085758,0.6749876273145081,0.7237876746179629,1435,"Do you personally think that social media makes people feel more connected or less connected to other people? By connected, I mean how close people feel to other people emotionally.",NA
EG,social_media_connected,DK/NR,0.05847082140264703,0.006523213271119376,0.04691900737567708,0.0726499803120298,94,"Do you personally think that social media makes people feel more connected or less connected to other people? By connected, I mean how close people feel to other people emotionally.",NA
FR,social_media_connected,Less connected,0.45912200609133563,0.013864667327473268,0.4320887123635989,0.4863980572926159,923,"Do you personally think that social media makes people feel more connected or less connected to other people? By connected, I mean how close people feel to other people emotionally.",NA
FR,social_media_connected,More connected,0.4965906623148063,0.013919466515636055,0.4693391921933816,0.5238624038018194,983,"Do you personally think that social media makes people feel more connected or less connected to other people? By connected, I mean how close people feel to other people emotionally.",NA
FR,social_media_connected,DK/NR,0.04428733197980275,0.005557575464980224,0.03458372327391862,0.056554115396924905,94,"Do you personally think that social media makes people feel more connected or less connected to other people? By connected, I mean how close people feel to other people emotionally.",NA
ID,social_media_connected,Less connected,0.23890644472763595,0.011436764336135219,0.2172110110418196,0.2620434482497333,457,"Do you personally think that social media makes people feel more connected or less connected to other people? By connected, I mean how close people feel to other people emotionally.",NA
ID,social_media_connected,More connected,0.7207349627479439,0.01317437812859744,0.6941915909450562,0.7458180228184683,1536,"Do you personally think that social media makes people feel more connected or less connected to other people? By connected, I mean how close people feel to other people emotionally.",NA
ID,social_media_connected,DK/NR,0.04035859252936379,0.0071046824202363,0.028515202461866056,0.05683320134516843,84,"Do you personally think that social media makes people feel more connected or less connected to other people? By connected, I mean how close people feel to other people emotionally.",NA
IN,social_media_connected,Less connected,0.4044255740843025,0.016537857565206794,0.3724630749404355,0.437219907047933,800,"Do you personally think that social media makes people feel more connected or less connected to other people? By connected, I mean how close people feel to other people emotionally.",NA
IN,social_media_connected,More connected,0.52259894275107,0.01709485876289745,0.4890335837118084,0.5559614326602571,1082,"Do you personally think that social media makes people feel more connected or less connected to other people? By connected, I mean how close people feel to other people emotionally.",NA
IN,social_media_connected,DK/NR,0.07297548315870223,0.010473202668135574,0.05492139603102711,0.09635930565879781,118,"Do you personally think that social media makes people feel more connected or less connected to other people? By connected, I mean how close people feel to other people emotionally.",NA
MX,social_media_connected,Less connected,0.31142860725127736,0.014123722515706235,0.2844342769070417,0.33976838694577594,619,"Do you personally think that social media makes people feel more connected or less connected to other people? By connected, I mean how close people feel to other people emotionally.",NA
MX,social_media_connected,More connected,0.6677899106570613,0.014199800507111653,0.6393909733704587,0.6950191318227099,1340,"Do you personally think that social media makes people feel more connected or less connected to other people? By connected, I mean how close people feel to other people emotionally.",NA
MX,social_media_connected,DK/NR,0.020781482125613156,0.0034324659599084227,0.015017998791015933,0.02869239616617241,42,"Do you personally think that social media makes people feel more connected or less connected to other people? By connected, I mean how close people feel to other people emotionally.",NA
US,social_media_connected,Less connected,0.45411202666166756,0.012844201491271048,0.4290696389186524,0.4793887612146666,926,"Do you personally think that social media makes people feel more connected or less connected to other people? By connected, I mean how close people feel to other people emotionally.",NA
US,social_media_connected,More connected,0.47689196142579127,0.012903118609301436,0.4516764983655973,0.5022257692651926,928,"Do you personally think that social media makes people feel more connected or less connected to other people? By connected, I mean how close people feel to other people emotionally.",NA
US,social_media_connected,DK/NR,0.06899601198932649,0.0061857932552866046,0.05781218194468994,0.08215471624647458,162,"Do you personally think that social media makes people feel more connected or less connected to other people? By connected, I mean how close people feel to other people emotionally.",NA
BR,social_media_supported,Less supported,0.42949788561898716,0.014137318304949818,0.4020304491133156,0.4574064551323788,866,"Do you personally think that social media makes people feel more supported or less supported by other people? By supported, I mean how much people feel cared for by other people.",NA
BR,social_media_supported,More supported,0.5352132770462377,0.014504408507366602,0.5066941020620456,0.5635040303527926,1051,"Do you personally think that social media makes people feel more supported or less supported by other people? By supported, I mean how much people feel cared for by other people.",NA
BR,social_media_supported,DK/NR,0.03528883732850802,0.004622034488624461,0.02726702441601754,0.045560090143545666,83,"Do you personally think that social media makes people feel more supported or less supported by other people? By supported, I mean how much people feel cared for by other people.",NA
EG,social_media_supported,Less supported,0.3059245608405525,0.013321086802402017,0.280449196073489,0.33264424323677383,627,"Do you personally think that social media makes people feel more supported or less supported by other people? By supported, I mean how much people feel cared for by other people.",NA
EG,social_media_supported,More supported,0.5977455625537446,0.014207934144956774,0.569604176424922,0.6252574770829805,1216,"Do you personally think that social media makes people feel more supported or less supported by other people? By supported, I mean how much people feel cared for by other people.",NA
EG,social_media_supported,DK/NR,0.09632987685501371,0.008329754067117461,0.08119048635085806,0.11394218955470609,159,"Do you personally think that social media makes people feel more supported or less supported by other people? By supported, I mean how much people feel cared for by other people.",NA
FR,social_media_supported,Less supported,0.46282689118501735,0.013877218566473526,0.4357581655426985,0.4901165146239902,928,"Do you personally think that social media makes people feel more supported or less supported by other people? By supported, I mean how much people feel cared for by other people.",NA
FR,social_media_supported,More supported,0.46762199394179454,0.013919843915644116,0.4404561999726554,0.4949811136069882,924,"Do you personally think that social media makes people feel more supported or less supported by other people? By supported, I mean how much people feel cared for by other people.",NA
FR,social_media_supported,DK/NR,0.06955111493987948,0.007004713977561808,0.05701106527949892,0.08460198625553578,148,"Do you personally think that social media makes people feel more supported or less supported by other people? By supported, I mean how much people feel cared for by other people.",NA
ID,social_media_supported,Less supported,0.24526112755723603,0.012665329031765161,0.2212863152646452,0.27092972004043775,477,"Do you personally think that social media makes people feel more supported or less supported by other people? By supported, I mean how much people feel cared for by other people.",NA
ID,social_media_supported,More supported,0.7046378806504919,0.014715200859887794,0.6749958349142311,0.7326472264317633,1497,"Do you personally think that social media makes people feel more supported or less supported by other people? By supported, I mean how much people feel cared for by other people.",NA
ID,social_media_supported,DK/NR,0.050100991874463256,0.00772705253588665,0.036946980507978316,0.06760937530549367,103,"Do you personally think that social media makes people feel more supported or less supported by other people? By supported, I mean how much people feel cared for by other people.",NA
IN,social_media_supported,Less supported,0.4598391851531369,0.014899280755245839,0.43080022593732603,0.4891534169937343,902,"Do you personally think that social media makes people feel more supported or less supported by other people? By supported, I mean how much people feel cared for by other people.",NA
IN,social_media_supported,More supported,0.4579615335893657,0.01662196627138307,0.42559975603798417,0.490681959682959,961,"Do you personally think that social media makes people feel more supported or less supported by other people? By supported, I mean how much people feel cared for by other people.",NA
IN,social_media_supported,DK/NR,0.08219928136389078,0.011674689352293394,0.062023304148145046,0.10818147394026646,137,"Do you personally think that social media makes people feel more supported or less supported by other people? By supported, I mean how much people feel cared for by other people.",NA
